Id_Transacao,Mes,Loja,Valor
25cd544b,Agosto,Filial Sul,3649
c77e74ed,Dezembro,Matriz,3233
d7b3ed76,Maio,Filial Nordeste,2094
d3f30d67,Dezembro,Matriz,4595
4736e58d,Julho,Filial Norte,1667
861dfbb2,Marco,Filial Sul,431
e6e5102e,Setembro,Filial Norte,1950
856ed4d9,Novembro,Filial Nordeste,3825
59e98098,Dezembro,Matriz,4874
9a436d1e,Junho,Filial Norte,1775
d5a190f1,Maio,Matriz,3151
94445097,Novembro,Filial Norte,1294
9cdda40f,Novembro,Filial Sul,1269
d96a9e80,Agosto,Filial Sul,3998
658ba60f,Marco,Matriz,1566
31e75347,Fevereiro,Filial Nordeste,712
c9c43b79,Outubro,Filial Nordeste,782
a708abdd,Abril,Filial Nordeste,4529
ec9133e1,Dezembro,Filial Nordeste,1907
ac54cbba,Junho,Filial Norte,1554
29951e7a,Novembro,Filial Nordeste,2818
d883befd,Setembro,Filial Nordeste,2208
09517b8e,Setembro,Filial Sul,3074
0b9b0792,Janeiro,Matriz,3315
b18ddd24,Janeiro,Filial Norte,4252
e87360d9,Janeiro,Matriz,2826
b294eb48,Marco,Filial Sul,2096
adb60386,Junho,Matriz,4345
65c35407,Janeiro,Filial Sul,3472
ca440da8,Agosto,Filial Norte,3708
60a2ba5b,Outubro,Filial Norte,568
9f7db976,Outubro,Filial Nordeste,1159
659025f5,Julho,Filial Sul,163
6263012c,Abril,Matriz,2375
48154926,Julho,Filial Sul,4805
307c01d7,Fevereiro,Filial Norte,1859
5d4e7c20,Maio,Matriz,258
55e591a1,Fevereiro,Filial Sul,2989
6a4af2dc,Julho,Matriz,4486
d1da36fd,Abril,Matriz,1600
4fcfbeba,Outubro,Filial Norte,3479
f937f288,Marco,Filial Nordeste,3853
e688d8c2,Abril,Filial Sul,1754
c2e9f3a8,Dezembro,Matriz,2224
00426727,Fevereiro,Matriz,4872
6500d1c1,Setembro,Filial Sul,1295
2816d5bf,Outubro,Matriz,3744
63aa2569,Setembro,Matriz,1630
4ccfe313,Fevereiro,Matriz,668
d0494e6b,Janeiro,Filial Norte,3374
dbf21d70,Novembro,Matriz,3690
95997e00,Dezembro,Filial Sul,4222
032f0f16,Maio,Matriz,825
2089e54c,Setembro,Matriz,1487
26418e31,Agosto,Filial Norte,1955
89b7c4a1,Novembro,Filial Sul,4235
3922db9d,Maio,Filial Sul,1604
b27c119e,Julho,Filial Norte,474
1be5b98c,Novembro,Matriz,4990
0c618986,Setembro,Filial Nordeste,1518
61e04a77,Fevereiro,Filial Sul,3078
7c922c6a,Julho,Filial Sul,2729
a2946256,Junho,Filial Sul,1494
07936bdd,Janeiro,Filial Norte,4728
65c595ea,Agosto,Filial Norte,4505
cac79904,Agosto,Filial Nordeste,4067
55f3b1f0,Dezembro,Filial Sul,2399
4fa47ccc,Janeiro,Matriz,3108
646d18c9,Junho,Filial Nordeste,2665
4c8a6b59,Agosto,Matriz,2790
0c407da6,Junho,Filial Sul,4344
11e5acec,Julho,Filial Sul,832
40c65c29,Dezembro,Matriz,3731
4b02fa49,Fevereiro,Filial Norte,4067
4ccdce7b,Marco,Filial Sul,1241
2eb9f1a4,Marco,Filial Nordeste,2723
1ae376db,Setembro,Filial Nordeste,4164
0b2ff937,Novembro,Matriz,1737
9929bf7f,Agosto,Filial Sul,124
acc7daff,Novembro,Filial Nordeste,3330
af72768c,Setembro,Filial Nordeste,3347
8e70563d,Dezembro,Filial Nordeste,3784
b92179f2,Setembro,Filial Nordeste,3019
5e3f7b86,Fevereiro,Filial Sul,422
6c00a125,Maio,Filial Sul,3538
1fb7f891,Setembro,Filial Nordeste,3731
fdba3bbc,Janeiro,Filial Sul,4607
aaa42616,Novembro,Filial Norte,4915
9ddfe601,Fevereiro,Filial Sul,3913
0343af3e,Outubro,Matriz,4666
04760303,Marco,Filial Norte,4601
dd01c987,Marco,Filial Nordeste,1353
9291d940,Julho,Filial Nordeste,540
87036efc,Novembro,Matriz,4786
0a81e0a5,Maio,Filial Sul,2704
b2d4c325,Abril,Filial Sul,751
e8bc3739,Janeiro,Matriz,4510
65ee95bf,Abril,Filial Nordeste,761
c41fee72,Janeiro,Filial Nordeste,4028
d4fb0c76,Novembro,Filial Nordeste,1250
9ec005d3,Junho,Filial Nordeste,4581
315887db,Julho,Matriz,2124
67f68048,Julho,Filial Sul,4495
9338c06b,Marco,Matriz,135
dc0f56ca,Setembro,Matriz,3018
a8b532e9,Novembro,Filial Nordeste,4559
4befb0c7,Agosto,Filial Sul,3648
c01fec99,Fevereiro,Filial Sul,1883
becde6a6,Agosto,Filial Norte,4590
13fa9db8,Maio,Matriz,2647
acc3e53b,Marco,Filial Nordeste,2030
01873d28,Junho,Filial Sul,3850
ef07cfba,Dezembro,Matriz,3831
c3fa09dc,Marco,Filial Sul,2598
9ddd97c3,Julho,Matriz,4965
c7d98f09,Setembro,Matriz,3703
d2dfa76d,Agosto,Filial Norte,3182
a4051b9e,Novembro,Filial Norte,4334
178a48ea,Junho,Filial Nordeste,847
3e43d481,Novembro,Filial Nordeste,4433
3f77f609,Junho,Filial Sul,877
98754f52,Novembro,Matriz,2607
89c776f7,Novembro,Filial Norte,763
9b49570f,Junho,Matriz,4408
a1009e61,Maio,Filial Sul,4392
a2e6e017,Setembro,Filial Norte,2426
c1e1e975,Fevereiro,Filial Nordeste,2588
98e944f2,Novembro,Filial Norte,3393
58f661cc,Setembro,Filial Nordeste,877
f47706c2,Setembro,Filial Sul,769
4502939e,Dezembro,Matriz,4778
915bf7af,Agosto,Filial Nordeste,1798
804fb12e,Janeiro,Filial Norte,4722
e603db06,Dezembro,Filial Sul,2025
7bcca90b,Dezembro,Matriz,2566
6a1da235,Abril,Matriz,3613
0b94d529,Marco,Filial Norte,4971
0aea3512,Dezembro,Filial Norte,1691
3d607182,Agosto,Filial Norte,100
4383c667,Fevereiro,Matriz,4759
2377d810,Junho,Matriz,4579
69fc1e33,Abril,Matriz,869
bc664842,Agosto,Filial Norte,2890
d999b13a,Novembro,Filial Norte,1105
115fabd2,Fevereiro,Filial Norte,4895
07cd8457,Dezembro,Matriz,4401
31ef9717,Junho,Matriz,1011
c4952ddc,Maio,Filial Nordeste,3859
0ca77725,Junho,Filial Sul,3199
d9e2b443,Outubro,Filial Norte,316
c2572a51,Junho,Filial Sul,2485
a89bc793,Novembro,Filial Nordeste,4991
91247f3a,Agosto,Filial Norte,2288
71c32ea3,Janeiro,Filial Norte,365
9071c138,Marco,Filial Norte,3973
9615ec35,Julho,Filial Nordeste,2058
11b769fc,Abril,Matriz,2396
852d7899,Junho,Filial Norte,4729
48f4b5cd,Agosto,Filial Sul,644
7f60ca88,Setembro,Matriz,1523
31600be2,Outubro,Filial Norte,896
d16b40d0,Fevereiro,Matriz,3188
edffa8cd,Dezembro,Matriz,851
72549280,Marco,Filial Nordeste,1728
7318d8d8,Novembro,Matriz,4090
6770f043,Maio,Filial Sul,1853
46655bf2,Junho,Matriz,963
e4c8191e,Marco,Matriz,3193
7d88c7dc,Outubro,Filial Nordeste,3989
ab72a5ea,Junho,Matriz,203
e21272d2,Julho,Matriz,2274
dd374d50,Maio,Filial Norte,3757
87b78341,Outubro,Matriz,3414
c96a4c3d,Janeiro,Filial Sul,3958
9104cdaf,Outubro,Filial Sul,2405
f9631af3,Setembro,Filial Nordeste,2324
bda232e0,Outubro,Filial Norte,393
41589232,Maio,Matriz,2210
5e8df741,Outubro,Filial Sul,796
a354cd3c,Abril,Filial Nordeste,4248
6765511a,Novembro,Filial Norte,4382
87daa239,Agosto,Filial Norte,3967
f0be3d60,Setembro,Filial Norte,3050
a3ebf665,Abril,Filial Nordeste,2569
e788e0f6,Dezembro,Filial Sul,4850
10454d5f,Setembro,Filial Sul,4266
5fb0c6f1,Agosto,Filial Sul,4078
d30008ee,Outubro,Matriz,2222
e673bccc,Novembro,Matriz,1392
5a425ce7,Janeiro,Filial Nordeste,2394
4b3d18a4,Setembro,Filial Nordeste,2765
a36f383b,Julho,Filial Sul,4081
44595493,Fevereiro,Filial Norte,2645
bddcec84,Agosto,Filial Norte,2293
7ead1613,Maio,Filial Sul,1708
873a9e62,Outubro,Filial Sul,4476
61b6099e,Janeiro,Matriz,216
c9c9ade0,Abril,Matriz,3822
56dda6d0,Marco,Filial Nordeste,1359
443796c8,Dezembro,Filial Nordeste,1846
30b777bf,Abril,Filial Norte,3964
f0081d32,Dezembro,Matriz,694
611c956d,Dezembro,Matriz,4688
39f79c49,Outubro,Filial Nordeste,2772
3ddb556d,Janeiro,Filial Nordeste,3867
ecfe4f8c,Janeiro,Filial Norte,3941
719d8cde,Outubro,Matriz,4374
326b9acd,Janeiro,Filial Norte,3096
61790be8,Janeiro,Filial Sul,2476
dbf7ab86,Agosto,Filial Sul,4434
697c0f42,Novembro,Filial Sul,3158
6162ef29,Novembro,Filial Nordeste,3184
4fbefb2e,Novembro,Filial Sul,3845
c0b15658,Julho,Filial Sul,515
ccf6b2a3,Marco,Matriz,1236
96ff5caa,Janeiro,Filial Sul,657
ea267479,Outubro,Filial Norte,2559
53dd7304,Dezembro,Filial Norte,715
aefb6535,Outubro,Filial Nordeste,3271
2603c027,Agosto,Filial Norte,208
a6b087b6,Setembro,Matriz,1281
cf240a41,Julho,Matriz,3654
ec067218,Outubro,Filial Nordeste,2779
ea3ec95c,Agosto,Matriz,2147
2488bda9,Dezembro,Filial Sul,4825
1c5eebea,Marco,Filial Sul,3251
c57e369d,Agosto,Filial Sul,2508
8183faf5,Setembro,Filial Norte,2359
dffc792c,Marco,Filial Norte,1189
23880e7d,Julho,Filial Norte,2154
4283f443,Janeiro,Filial Nordeste,1870
9b66e3d0,Julho,Filial Norte,2515
f810ebc5,Dezembro,Filial Sul,4883
1c610bcd,Janeiro,Filial Nordeste,4444
f7ced0df,Junho,Filial Norte,4564
d468cf1f,Outubro,Filial Norte,3431
661daa04,Agosto,Filial Sul,2788
503390b2,Janeiro,Matriz,1938
f05bd09d,Julho,Filial Nordeste,4961
a74dbf2f,Junho,Matriz,1510
5d404386,Junho,Filial Norte,4576
f460f3db,Setembro,Filial Sul,1859
f2ae064e,Fevereiro,Filial Sul,2180
73622046,Dezembro,Filial Sul,3364
7be46312,Julho,Filial Norte,3129
a5921201,Setembro,Filial Nordeste,1746
2570ea78,Maio,Filial Nordeste,2492
9a921c2a,Abril,Filial Sul,3131
05e16fb1,Abril,Filial Norte,2733
13f6dd4f,Setembro,Filial Nordeste,1348
a2c1da64,Fevereiro,Matriz,4025
0ea0e292,Janeiro,Filial Nordeste,120
5f9f1539,Fevereiro,Filial Norte,708
68ac64f8,Setembro,Matriz,452
cf27da69,Abril,Filial Norte,4201
bdafc2bf,Maio,Filial Nordeste,1491
f40bcf2a,Fevereiro,Filial Norte,378
bf003117,Outubro,Matriz,4118
ea4bd42a,Junho,Matriz,1853
f2724444,Setembro,Filial Nordeste,3367
f5034c69,Junho,Filial Norte,963
e154d2d7,Agosto,Matriz,3680
2ab2864f,Fevereiro,Filial Norte,3974
3bc3d567,Marco,Filial Sul,2852
11bd6c00,Outubro,Matriz,1649
8518e76a,Marco,Filial Sul,2551
a4b4e555,Abril,Filial Norte,1794
eacbd350,Janeiro,Matriz,3501
7e3a5776,Fevereiro,Filial Sul,2260
493bc6a4,Novembro,Filial Nordeste,445
c1b4c406,Agosto,Matriz,4662
84767d07,Outubro,Filial Nordeste,4511
8f365824,Setembro,Filial Norte,654
572d9408,Novembro,Filial Sul,4195
d4f7c840,Setembro,Filial Nordeste,766
5ad996b0,Outubro,Filial Sul,1424
cd5ecdff,Dezembro,Matriz,1219
dc4d6da7,Junho,Filial Nordeste,1196
9ceee465,Agosto,Filial Norte,2703
87d32296,Maio,Filial Nordeste,3076
34cda96e,Fevereiro,Matriz,4502
0d8c0d81,Fevereiro,Filial Nordeste,4586
e93d5458,Agosto,Filial Sul,3760
a10ae289,Outubro,Filial Nordeste,3488
38bd79da,Fevereiro,Filial Nordeste,4624
b63124a8,Janeiro,Filial Norte,2398
ca8e452d,Fevereiro,Filial Nordeste,905
2360fb38,Janeiro,Filial Norte,4200
41753ad7,Junho,Matriz,3026
f16ff8f8,Janeiro,Filial Sul,4844
74c24c25,Julho,Matriz,4872
4927e152,Fevereiro,Filial Norte,3059
712e0955,Agosto,Matriz,4755
a0bddd7a,Julho,Filial Sul,846
bc7a82a8,Janeiro,Filial Norte,3597
6243e6cb,Setembro,Filial Norte,2291
0a691461,Fevereiro,Filial Nordeste,2871
f9ef3ca2,Julho,Filial Sul,348
20d3c0bf,Junho,Filial Norte,4128
88a2e783,Junho,Filial Norte,1426
abd431c5,Janeiro,Filial Sul,2497
c7f1167b,Janeiro,Filial Norte,4389
118f7707,Setembro,Filial Sul,446
91127e29,Fevereiro,Filial Sul,3715
0575eded,Setembro,Matriz,718
9db22c0c,Abril,Filial Nordeste,4170
62c8c747,Janeiro,Matriz,210
b6723e1b,Abril,Filial Sul,3194
ae6b1d28,Maio,Matriz,3235
b3e11ba3,Marco,Filial Nordeste,3411
2e4c6787,Outubro,Filial Norte,4509
0a50a78d,Fevereiro,Filial Sul,1700
a9674881,Julho,Matriz,2357
2a2f3b4e,Junho,Filial Nordeste,1724
bd2a9e29,Junho,Filial Nordeste,3494
f800a9b2,Agosto,Filial Norte,2879
fe1f1976,Janeiro,Filial Norte,2560
a4405b6e,Novembro,Filial Sul,4489
74990c33,Abril,Filial Sul,1336
d5e6b081,Outubro,Matriz,2630
e8edbbdb,Junho,Filial Norte,547
fc316264,Junho,Filial Nordeste,2214
655f9d19,Junho,Filial Sul,3693
15230716,Marco,Matriz,4948
04274b29,Marco,Matriz,1618
40f8730a,Abril,Filial Sul,2569
3378d982,Marco,Filial Sul,385
6999d00c,Dezembro,Filial Norte,1097
4b9a3b32,Agosto,Matriz,3007
793c3e75,Abril,Filial Nordeste,1724
9f3b7af6,Marco,Filial Sul,2719
c41f4011,Maio,Filial Norte,180
f02ae45b,Julho,Filial Norte,2148
7402c37f,Abril,Matriz,2874
dde5a047,Outubro,Filial Nordeste,3617
d0bef9e5,Abril,Matriz,2918
e850ea54,Dezembro,Matriz,669
1a28f24d,Abril,Filial Sul,800
44b18a58,Junho,Filial Nordeste,3899
f85de5c6,Fevereiro,Filial Sul,3507
d0d00b58,Abril,Filial Norte,1441
12b137be,Agosto,Matriz,3743
242d3f25,Janeiro,Filial Norte,3244
